	상담사질문(요청)
57813	OO은행입니다. 무엇을 도와드릴까요?
57830	또 다른 문의사항 있으신가요?
57833	OO은행입니다. 무엇을 도와드릴까요?
57840	어떤방법으로 안내도와드릴까요?
57850	또 다른 문의사항 있으신가요?
57853	OO은행입니다. 무엇을 도와드릴까요?
57860	어떤방법으로 안내도와드릴까요?
57862	공인인증서있으신가요?
57870	또 다른 문의사항 있으신가요?
57873	OO은행입니다. 무엇을 도와드릴까요?
57877	인터넷 뱅킹 가입자이신가요?
57889	또 다른 문의사항 있으신가요?
57893	OOO입니다. 무엇을 도와드릴까요?
57909	또 다른 문의사항 있으신가요?
57913	OOO입니다. 무엇을 도와드릴까요?
57929	또 다른 문의사항 있으신가요?
57933	기업은행입니다. 무엇을 도와드릴까요?
57937	개인 회원이신가요?
57949	또 다른 문의사항 있으신가요?
57953	기업은행입니다. 무엇을 도와드릴까요?
57965	또 다른 문의사항 있으신가요?
57969	또 다른 문의사항 있으신가요?
57973	기업은행입니다. 무엇을 도와드릴까요?
57977	개인 회원이신가요?
57989	또 다른 문의사항 있으신가요?
57993	기업은행입니다. 무엇을 도와드릴까요?
58001	또 다른 문의사항 있으신가요?
58003	무엇인가요?
58009	또 다른 문의사항 있으신가요?
58013	OO은행입니다. 무엇을 도와드릴까요 고객님?
58015	인터넷 뱅킹앱을 이용하시나요?
58027	혹시 또 다른 문의사항 있으실까요?
58030	또 다른 문의사항 있으실까요?
58033	OO은행입니다. 무엇을 도와드릴까요 고객님?
58035	인터넷 뱅킹앱을 이용하세요?
58050	혹시 또 다른 문의사항 있으실까요?
58053	OO은행입니다. 무엇을 도와드릴까요?
58057	혹시 또 다른 문의사항 있으실까요?
58063	다른 문의사항 있으실까요?
58065	무엇인가요?
58069	또 다른 문의사항 있으신가요?
58073	OO은행입니다. 무엇을 도와드릴까요?
58090	또 다른 문의사항 있으신가요?
58093	OO은행입니다. 무엇을 도와드릴까요?
58110	또 다른 문의사항 있으신가요?
58113	한국은행입니다. 무엇을 도와드릴까요?
58119	어떤방법으로 안내도와드릴까요?
58130	또 다른 문의사항 있으신가요?
58133	OO은행입니다. 무엇을 도와드릴까요?
58150	또 다른 문의사항 있으신가요?
58153	한국은행입니다. 무엇을 도와드릴까요?
58159	어떤방법으로 안내도와드릴까요?
58170	또 다른 문의사항 있으신가요?
58173	OO은행입니다. 무엇을 도와드릴까요?
58180	어떤방법으로 안내도와드릴까요?
58190	또 다른 문의사항 있으신가요?
58193	OO은행입니다. 무엇을 도와드릴까요?
58200	어떤방법으로 안내도와드릴까요?
58210	또 다른 문의사항 있으신가요?
58213	OO은행입니다. 무엇을 도와드릴까요?
58217	인터넷 뱅킹 가입자이신가요?
58229	또 다른 문의사항 있으신가요?
58233	기업은행입니다. 무엇을 도와드릴까요?
58249	또 다른 문의사항 있으신가요?
58253	기업은행입니다. 무엇을 도와드릴까요?
58269	또 다른 문의사항 있으신가요?
58273	OO은행입니다. 무엇을 도와드릴까요?
58277	개인 회원이신가요?
58289	또 다른 문의사항 있으신가요?
58293	OO은행입니다. 무엇을 도와드릴까요?
58305	또 다른 문의사항 있으신가요?
58309	또 다른 문의사항 있으신가요?
58313	OO은행입니다. 무엇을 도와드릴까요?
58317	개인 회원이신가요?
58329	또 다른 문의사항 있으신가요?
58333	OO은행입니다. 무엇을 도와드릴까요?
58341	또 다른 문의사항 있으신가요?
58343	무엇인가요?
58349	또 다른 문의사항 있으신가요?
58353	한국은행입니다. 무엇을 도와드릴까요 고객님?
58355	인터넷 뱅킹앱을 이용하시나요?
58367	혹시 또 다른 문의사항 있으실까요?
58370	또 다른 문의사항 있으실까요?
58373	OO은행입니다. 무엇을 도와드릴까요 고객님?
58375	인터넷 뱅킹앱을 이용하세요?
58390	혹시 또 다른 문의사항 있으실까요?
58393	OO은행입니다. 무엇을 도와드릴까요?
58397	혹시 또 다른 문의사항 있으실까요?
58403	다른 문의사항 있으실까요?
58405	무엇인가요?
58409	또 다른 문의사항 있으신가요?
58413	OO은행입니다. 무엇을 도와드릴까요?
58430	또 다른 문의사항 있으신가요?
58433	OO은행입니다. 무엇을 도와드릴까요?
58450	또 다른 문의사항 있으신가요?
58453	OOO입니다. 무엇을 도와드릴까요?
58459	어떤방법으로 안내도와드릴까요?
58470	또 다른 문의사항 있으신가요?
58473	OO은행입니다. 무엇을 도와드릴까요?
58490	또 다른 문의사항 있으신가요?
58493	OOO입니다. 무엇을 도와드릴까요?
58499	어떤방법으로 안내도와드릴까요?
58510	또 다른 문의사항 있으신가요?
58513	한국은행입니다. 무엇을 도와드릴까요?
58520	어떤방법으로 안내도와드릴까요?
58530	또 다른 문의사항 있으신가요?
58533	한국은행입니다. 무엇을 도와드릴까요?
58540	어떤방법으로 안내도와드릴까요?
58550	또 다른 문의사항 있으신가요?
58553	한국은행입니다. 무엇을 도와드릴까요?
58557	인터넷 뱅킹 가입자이신가요?
58569	또 다른 문의사항 있으신가요?
58573	OO은행입니다. 무엇을 도와드릴까요?
58589	또 다른 문의사항 있으신가요?
58593	OO은행입니다. 무엇을 도와드릴까요?
58609	또 다른 문의사항 있으신가요?
58613	OO은행입니다. 무엇을 도와드릴까요?
58617	개인 회원이신가요?
58629	또 다른 문의사항 있으신가요?
58633	OO은행입니다. 무엇을 도와드릴까요?
58645	또 다른 문의사항 있으신가요?
58649	또 다른 문의사항 있으신가요?
58686	현재 해당 카드사 회원이신가요?
58696	현재 카드사앱을 이용중인게 있으신가요?
58708	다른 문의사항 있으신가요?
58716	인터넷과 모바일 서비스중 어떤 방식으로 안내해드릴까요?
58734	네 무엇이 궁금하신가요?
58736	네 현금영수증 관련 어떤것이 궁금하신가요?
58738	사업자등록번호가 있으신가요?
58740	간편결제시에 어떠한 방법으로 이체하셨나요?
58746	다른 문의사항 있으신가요?
58754	어떤 결제수단을 사용하셨나요?
58763	네 다른 질문 있으신가요?
58771	더 도와드릴게 있나요?
58774	인터넷뱅킹 사용하시나요?
58794	어떤 펀드에 가입하셨나요?
58796	적립식펀드에 가입하신건가요?
58814	네 무엇이 어떤 문의인가요?
58854	네 카드앱을 설치하셨나요?
58880	캐시백 포인트를 말씀하시는건가요?
58894	네 어떤 것을 도와드릴까요?
58914	고객님. 카드명세서에 오류가 어떤 오류가 있으신가요?
58916	어떤건이 그런가요?
58918	거래 일자가 어떻게 되나요?
58920	확인결과 정상결제건으로 나옵니다. 결제한적 없으신가요?
58922	혹시 카드나 아이디를 같이 사용하는 분이 계신건 아닌가요?
58926	고객 페이코 간편서비스에 가입하지 않으셨나요?
58936	당행 인터넷뱅킹을 사용하지 않으시나요?
58954	본인 명의의 카드인가요?
58956	거래내역 일자가 어떻게 되나요?
58958	해당일에 2건의 거래내역이 확인됩니다. 말씀하시는 거래내역 금액이 얼마인가요?
58960	네 확인 되었습니다. 어떤 것을 확인해드릴까요?
58976	거래내역 일자가 어떻게 되나요?
58978	취고 요청한 날짜가 언제인가요?
58988	다른 도와드릴게 있나요?
59019	어떤 점이 어려우신가요?
59021	조회기간은 잘 입력 하셨나요?
59053	네 무엇을 도와드릴까요?
59055	고객님 저희 은행에 사업자통장을 보유하고 계신가요?
59069	다른 궁금한점 있으신가요?
59075	모바일뱅킹을 사용하시나요?
59089	다른 궁금한점 있으신가요?
59097	20일자에 결제내역이 있는데 맞나요?
59109	다른 궁금한점 있으신가요?
59115	OO은행 개인회원이신가요?
59129	다른 궁금한점 있으신가요?
59136	개인회원이신가요?
59153	개인회원이신가요?
59175	어떤 형태의 파일로 받으셨나요?
59193	어떤 건에 문제가 있으신건가요?
59221	체결 된 것이 맞나요?
59233	네 무엇을 도와드릴까요?
59235	네 확인 도와드리겠습니다. 성함과 주민등록번호 입력 해주세요
59237	여성우대 명품통장으로 확인되는데 맞나요?
59253	네 어떤 방법으로 신청하힐건가요?
59256	지금 보험사 홈페이지에 접속되어 있으신가요?
59264	잔액증명서 원본을 발급받고 싶으신가요?
59270	더 궁금하신 사항이 있으신가요?
59273	네 무엇을 도와드릴까요?
59293	네 어떤 서류가 필요하신가요?
59313	은행계좌 거래내역만 필요하십니까?
59324	또 궁금한 사항이 있으신가요?
59339	기간은 한달치면 될까요?
59342	주소지 자택과 직장중 어디로 보내드릴까요?
59348	네 그러면 그 주소로 발송해드릴까요?
59363	직장 주소가 OOOO가 맞나요?
59365	혹시 직장에서 부재중일시에는 어떻게 해드릴까요?
59368	다른 도와드릴것이 있나요?
59387	네 도와드릴것이 더 있을까요
59393	네 무엇을 도와드릴까요?
59398	고객님은 나이가 어떻게 되나요?
59407	고객님은 현재 거래내역을 어떻게 확인중이신가요?
59413	네 무엇을 도와드릴까요?
59433	네 무엇을 도와드릴까요?
59437	기존 전화번호를 입력해주세요
59443	지금 문자번호 하나 날라갔습니다 인증 가능하신가요?
59465	필요하신 용도가 무엇인가요?
59473	인터넷 뱅킹 사용 가능하신가요?
59485	성함, 주민번호 앞 7자리 그리고 핸드폰 번호를 알려주세요.
59487	발송된 인증번호를 불러주세요.
59493	인터넷 뱅킹을 사용하시나요?
59495	개인회원이신가요?
59504	현재 보고계신 페이지가 어디신가요?
59510	더 도와드릴게 있나요?
59516	최근 입출금 거래가 있으신가요?
59530	네 더 도와드릴게 있나요?
59554	현재 카드 거래내역을 어떻게 확인하고 계신가요?
59570	더 도와드릴게 있나요?
59575	인터넷 혹은 모바일앱으로 확인하실 수 있으세요?
59577	현재 접속중이신가요?
59586	고속도로 툴게이트비를 건별로 보고 싶으신 건가요?
59590	네 도움이 되셨나요?
59593	네 무엇을 도와드릴까요?
59595	조회 기간에 문제가 있나요?
59601	발급 용도가 어떻게 되나요??
59605	어느 기간의 사용내역이 필요하신가요?
59613	네 카드 명의는 누구인가요?
59615	자녀분이 미성년자인가요?
59633	재발급을 받으신건가요?
59639	통장 정리한적 있으신가요?
59652	OO은행입니다. 무엇을 도와드릴까요 고객님?
59654	인터넷 뱅킹앱을 이용하시나요?
59666	혹시 또 다른 문의사항 있으실까요?
59669	또 다른 문의사항 있으실까요?
59672	OO은행입니다. 무엇을 도와드릴까요 고객님?
59674	인터넷 뱅킹앱을 이용하세요?
59689	혹시 또 다른 문의사항 있으실까요?
59692	기업은행입니다. 무엇을 도와드릴까요?
59696	혹시 또 다른 문의사항 있으실까요?
59702	다른 문의사항 있으실까요?
59704	무엇인가요?
59708	또 다른 문의사항 있으신가요?
59712	기업은행입니다. 무엇을 도와드릴까요?
59729	또 다른 문의사항 있으신가요?
59732	기업은행입니다. 무엇을 도와드릴까요?
59749	또 다른 문의사항 있으신가요?
59752	OO은행입니다. 무엇을 도와드릴까요?
59758	어떤방법으로 안내도와드릴까요?
59769	또 다른 문의사항 있으신가요?
59772	기업은행입니다. 무엇을 도와드릴까요?
59789	또 다른 문의사항 있으신가요?
59792	OO은행입니다. 무엇을 도와드릴까요?
59798	어떤방법으로 안내도와드릴까요?
59809	또 다른 문의사항 있으신가요?
59812	OO은행입니다. 무엇을 도와드릴까요?
59819	어떤방법으로 안내도와드릴까요?
59829	또 다른 문의사항 있으신가요?
59832	OO은행입니다. 무엇을 도와드릴까요?
59839	어떤방법으로 안내도와드릴까요?
59841	공인인증서있으신가요?
59849	또 다른 문의사항 있으신가요?
59852	OO은행입니다. 무엇을 도와드릴까요?
59856	인터넷 뱅킹 가입자이신가요?
59868	또 다른 문의사항 있으신가요?
59872	OO은행입니다. 무엇을 도와드릴까요?
59888	또 다른 문의사항 있으신가요?
59892	OO은행입니다. 무엇을 도와드릴까요?
59908	또 다른 문의사항 있으신가요?
59912	OO은행입니다. 무엇을 도와드릴까요?
59928	또 다른 문의사항 있으신가요?
59932	OO은행입니다. 무엇을 도와드릴까요?
59944	또 다른 문의사항 있으신가요?
59948	또 다른 문의사항 있으신가요?
59952	OO은행입니다. 무엇을 도와드릴까요?
59956	개인 회원이신가요?
59968	또 다른 문의사항 있으신가요?
59972	OO은행입니다. 무엇을 도와드릴까요?
59980	또 다른 문의사항 있으신가요?
59982	무엇인가요?
59988	또 다른 문의사항 있으신가요?
59992	OO은행입니다. 무엇을 도와드릴까요 고객님?
59994	인터넷 뱅킹앱을 이용하시나요?
60006	혹시 또 다른 문의사항 있으실까요?
60009	또 다른 문의사항 있으실까요?
60012	한국은행입니다. 무엇을 도와드릴까요 고객님?
60014	인터넷 뱅킹앱을 이용하세요?
60029	혹시 또 다른 문의사항 있으실까요?
60032	OO은행입니다. 무엇을 도와드릴까요?
60036	혹시 또 다른 문의사항 있으실까요?
60042	다른 문의사항 있으실까요?
60044	무엇인가요?
60048	또 다른 문의사항 있으신가요?
60052	OO은행입니다. 무엇을 도와드릴까요?
60069	또 다른 문의사항 있으신가요?
60072	OO은행입니다. 무엇을 도와드릴까요?
60089	또 다른 문의사항 있으신가요?
60092	OO은행입니다. 무엇을 도와드릴까요?
60098	어떤방법으로 안내도와드릴까요?
60109	또 다른 문의사항 있으신가요?
60112	OO은행입니다. 무엇을 도와드릴까요?
60129	또 다른 문의사항 있으신가요?
60132	OO은행입니다. 무엇을 도와드릴까요?
60138	어떤방법으로 안내도와드릴까요?
60149	또 다른 문의사항 있으신가요?
60152	OO은행입니다. 무엇을 도와드릴까요?
60159	어떤방법으로 안내도와드릴까요?
60169	또 다른 문의사항 있으신가요?
60172	OO은행입니다. 무엇을 도와드릴까요?
60179	어떤방법으로 안내도와드릴까요?
60181	공인인증서있으신가요?
60189	또 다른 문의사항 있으신가요?
60192	OO은행입니다. 무엇을 도와드릴까요?
60196	인터넷 뱅킹 가입자이신가요?
60208	또 다른 문의사항 있으신가요?
60212	OO은행입니다. 무엇을 도와드릴까요?
60228	또 다른 문의사항 있으신가요?
60232	OO은행입니다. 무엇을 도와드릴까요?
60248	또 다른 문의사항 있으신가요?
60252	OO은행입니다. 무엇을 도와드릴까요?
60256	개인 회원이신가요?
60268	또 다른 문의사항 있으신가요?
60272	한국은행입니다. 무엇을 도와드릴까요?
60284	또 다른 문의사항 있으신가요?
60288	또 다른 문의사항 있으신가요?
60292	한국은행입니다. 무엇을 도와드릴까요?
60296	개인 회원이신가요?
60308	또 다른 문의사항 있으신가요?
60312	한국은행입니다. 무엇을 도와드릴까요?
60320	또 다른 문의사항 있으신가요?
60322	무엇인가요?
60328	또 다른 문의사항 있으신가요?
60332	OO은행입니다. 무엇을 도와드릴까요 고객님?
60334	인터넷 뱅킹앱을 이용하시나요?
60346	혹시 또 다른 문의사항 있으실까요?
60349	또 다른 문의사항 있으실까요?
60352	OOO입니다. 무엇을 도와드릴까요 고객님?
60354	인터넷 뱅킹앱을 이용하세요?
60369	혹시 또 다른 문의사항 있으실까요?
60372	OO은행입니다. 무엇을 도와드릴까요?
60376	혹시 또 다른 문의사항 있으실까요?
60382	다른 문의사항 있으실까요?
60384	무엇인가요?
60388	또 다른 문의사항 있으신가요?
60392	OO은행입니다. 무엇을 도와드릴까요?
60409	또 다른 문의사항 있으신가요?
60412	OO은행입니다. 무엇을 도와드릴까요?
60429	또 다른 문의사항 있으신가요?
60432	OO은행입니다. 무엇을 도와드릴까요?
60438	어떤방법으로 안내도와드릴까요?
60449	또 다른 문의사항 있으신가요?
60452	OO은행입니다. 무엇을 도와드릴까요?
60469	또 다른 문의사항 있으신가요?
60472	OO은행입니다. 무엇을 도와드릴까요?
60478	어떤방법으로 안내도와드릴까요?
60489	또 다른 문의사항 있으신가요?
60492	OO은행입니다. 무엇을 도와드릴까요?
60499	어떤방법으로 안내도와드릴까요?
60509	또 다른 문의사항 있으신가요?
60512	OO은행입니다. 무엇을 도와드릴까요?
60519	어떤방법으로 안내도와드릴까요?
60529	또 다른 문의사항 있으신가요?
60532	OO은행입니다. 무엇을 도와드릴까요?
60536	인터넷 뱅킹 가입자이신가요?
60548	또 다른 문의사항 있으신가요?
60552	한국은행입니다. 무엇을 도와드릴까요?
60568	또 다른 문의사항 있으신가요?
60572	한국은행입니다. 무엇을 도와드릴까요?
60588	또 다른 문의사항 있으신가요?
60592	OOO입니다. 무엇을 도와드릴까요?
60596	개인 회원이신가요?
60608	또 다른 문의사항 있으신가요?
60612	OOO입니다. 무엇을 도와드릴까요?
60624	또 다른 문의사항 있으신가요?
60628	또 다른 문의사항 있으신가요?
60632	OOO입니다. 무엇을 도와드릴까요?
60648	또 다른 문의사항 있으신가요?
60652	OOO입니다. 무엇을 도와드릴까요?
60660	또 다른 문의사항 있으신가요?
60662	무엇인가요?
60668	또 다른 문의사항 있으신가요?
60672	OO은행입니다. 무엇을 도와드릴까요 고객님?
60674	인터넷 뱅킹앱을 이용하시나요?
60686	혹시 또 다른 문의사항 있으실까요?
60689	또 다른 문의사항 있으실까요?
60692	기업은행입니다. 무엇을 도와드릴까요 고객님?
60694	인터넷 뱅킹앱을 이용하세요?
60709	혹시 또 다른 문의사항 있으실까요?
60712	OO은행입니다. 무엇을 도와드릴까요?
60716	혹시 또 다른 문의사항 있으실까요?
60722	다른 문의사항 있으실까요?
60724	무엇인가요?
60728	또 다른 문의사항 있으신가요?
60732	OO은행입니다. 무엇을 도와드릴까요?
60749	또 다른 문의사항 있으신가요?
60752	OO은행입니다. 무엇을 도와드릴까요?
60769	또 다른 문의사항 있으신가요?
60772	OO은행입니다. 무엇을 도와드릴까요?
60789	또 다른 문의사항 있으신가요?
60792	OO은행입니다. 무엇을 도와드릴까요?
60809	또 다른 문의사항 있으신가요?
60812	OO은행입니다. 무엇을 도와드릴까요?
60829	또 다른 문의사항 있으신가요?
60832	OO은행입니다. 무엇을 도와드릴까요?
60839	어떤방법으로 안내도와드릴까요?
60849	또 다른 문의사항 있으신가요?
60852	OO은행입니다. 무엇을 도와드릴까요?
60859	어떤방법으로 안내도와드릴까요?
60861	공인인증서있으신가요?
60869	또 다른 문의사항 있으신가요?
60872	OO은행입니다. 무엇을 도와드릴까요?
60876	인터넷 뱅킹 가입자이신가요?
60888	또 다른 문의사항 있으신가요?
60892	OOO입니다. 무엇을 도와드릴까요?
60908	또 다른 문의사항 있으신가요?
60912	OOO입니다. 무엇을 도와드릴까요?
60928	또 다른 문의사항 있으신가요?
60932	기업은행입니다. 무엇을 도와드릴까요?
60936	개인 회원이신가요?
60948	또 다른 문의사항 있으신가요?
60952	기업은행입니다. 무엇을 도와드릴까요?
60964	또 다른 문의사항 있으신가요?
60968	또 다른 문의사항 있으신가요?
60972	기업은행입니다. 무엇을 도와드릴까요?
60976	개인 회원이신가요?
60988	또 다른 문의사항 있으신가요?
60992	기업은행입니다. 무엇을 도와드릴까요?
61000	또 다른 문의사항 있으신가요?
61002	무엇인가요?
61008	또 다른 문의사항 있으신가요?
61012	OO은행입니다. 무엇을 도와드릴까요 고객님?
61014	인터넷 뱅킹앱을 이용하시나요?
61026	혹시 또 다른 문의사항 있으실까요?
61029	또 다른 문의사항 있으실까요?
61032	OO은행입니다. 무엇을 도와드릴까요 고객님?
61034	인터넷 뱅킹앱을 이용하세요?
61049	혹시 또 다른 문의사항 있으실까요?
61052	OO은행입니다. 무엇을 도와드릴까요?
61056	혹시 또 다른 문의사항 있으실까요?
61062	다른 문의사항 있으실까요?
61064	무엇인가요?
61068	또 다른 문의사항 있으신가요?
61072	OO은행입니다. 무엇을 도와드릴까요?
61089	또 다른 문의사항 있으신가요?
61092	OO은행입니다. 무엇을 도와드릴까요?
61109	또 다른 문의사항 있으신가요?
61112	한국은행입니다. 무엇을 도와드릴까요?
61118	어떤방법으로 안내도와드릴까요?
61129	또 다른 문의사항 있으신가요?
61132	OO은행입니다. 무엇을 도와드릴까요?
61149	또 다른 문의사항 있으신가요?
61152	한국은행입니다. 무엇을 도와드릴까요?
61158	어떤방법으로 안내도와드릴까요?
61169	또 다른 문의사항 있으신가요?
61172	OO은행입니다. 무엇을 도와드릴까요?
61179	어떤방법으로 안내도와드릴까요?
61189	또 다른 문의사항 있으신가요?
61192	OO은행입니다. 무엇을 도와드릴까요?
61199	어떤방법으로 안내도와드릴까요?
61209	또 다른 문의사항 있으신가요?
61212	OO은행입니다. 무엇을 도와드릴까요?
61216	인터넷 뱅킹 가입자이신가요?
61228	또 다른 문의사항 있으신가요?
61232	기업은행입니다. 무엇을 도와드릴까요?
61248	또 다른 문의사항 있으신가요?
61252	기업은행입니다. 무엇을 도와드릴까요?
61268	또 다른 문의사항 있으신가요?
61272	OO은행입니다. 무엇을 도와드릴까요?
61276	개인 회원이신가요?
61288	또 다른 문의사항 있으신가요?
61292	OO은행입니다. 무엇을 도와드릴까요?
61304	또 다른 문의사항 있으신가요?
61308	또 다른 문의사항 있으신가요?
61312	OO은행입니다. 무엇을 도와드릴까요?
61316	개인 회원이신가요?
61328	또 다른 문의사항 있으신가요?
61332	OO은행입니다. 무엇을 도와드릴까요?
61340	또 다른 문의사항 있으신가요?
61342	무엇인가요?
61348	또 다른 문의사항 있으신가요?
61352	한국은행입니다. 무엇을 도와드릴까요 고객님?
61354	인터넷 뱅킹앱을 이용하시나요?
61366	혹시 또 다른 문의사항 있으실까요?
61369	또 다른 문의사항 있으실까요?
61372	OO은행입니다. 무엇을 도와드릴까요 고객님?
61374	인터넷 뱅킹앱을 이용하세요?
61389	혹시 또 다른 문의사항 있으실까요?
61392	OO은행입니다. 무엇을 도와드릴까요?
61396	혹시 또 다른 문의사항 있으실까요?
61402	다른 문의사항 있으실까요?
61404	무엇인가요?
61408	또 다른 문의사항 있으신가요?
61412	OO은행입니다. 무엇을 도와드릴까요?
61429	또 다른 문의사항 있으신가요?
61432	OO은행입니다. 무엇을 도와드릴까요?
61449	또 다른 문의사항 있으신가요?
61452	OOO입니다. 무엇을 도와드릴까요?
61458	어떤방법으로 안내도와드릴까요?
61469	또 다른 문의사항 있으신가요?
61472	OO은행입니다. 무엇을 도와드릴까요?
61489	또 다른 문의사항 있으신가요?
61492	OOO입니다. 무엇을 도와드릴까요?
61498	어떤방법으로 안내도와드릴까요?
61509	또 다른 문의사항 있으신가요?
61512	한국은행입니다. 무엇을 도와드릴까요?
61519	어떤방법으로 안내도와드릴까요?
61529	또 다른 문의사항 있으신가요?
61532	한국은행입니다. 무엇을 도와드릴까요?
61539	어떤방법으로 안내도와드릴까요?
61549	또 다른 문의사항 있으신가요?
61552	한국은행입니다. 무엇을 도와드릴까요?
61556	인터넷 뱅킹 가입자이신가요?
61568	또 다른 문의사항 있으신가요?
61572	OO은행입니다. 무엇을 도와드릴까요?
61588	또 다른 문의사항 있으신가요?
61592	OO은행입니다. 무엇을 도와드릴까요?
61608	또 다른 문의사항 있으신가요?
61612	OO은행입니다. 무엇을 도와드릴까요?
61616	개인 회원이신가요?
61628	또 다른 문의사항 있으신가요?
61632	OO은행입니다. 무엇을 도와드릴까요?
61644	또 다른 문의사항 있으신가요?
61648	또 다른 문의사항 있으신가요?
61659	아~그러세요? 고객님 다시 도구로 들어가서 인터넷옵션 클릭 후 보안탭 상태 확인부탁드립니다. 
61739	인터넷뱅킹과 스마트뱅킹이 있는데 어떤 방법으로 알려드릴까요?
61925	고객님 죄송하지만 최근에 아버님께서 돌아가셨나요?
62008	동일한 은행과 인터넷뱅킹을 하시나요? 다른 은행과 인터넷뱅킹을 하시나요?
62053	혹시 다른 문의사항 있으신가요?
62066	대리인 방문시 준비서류 안내해 드릴까요?
62074	혹시 다른 문의사항 있으신가요?
62078	네~ 대표자 방문시 서류 안내해 드릴까요? 아니면 대리인 방문시 서류 안내해 드릴까요?
62083	수수료 안내해드릴까요?
62086	예금잔액증명서 발급시 유의사항이 있습니다. 안내해 드릴까요?
62089	혹시 다른 문의사항 있으신가요?
62101	고객님 혹시 제가 책임보험료가 인상되었는지 확인해 드릴까요?
62103	고객님. ARS의 지시에 따라 주민번호를 눌러주세요.
62198	고객님께서는 계약자 본인이신가요?
62645	여러가지 경로가 있는 데 어떤 경로로 알려드릴까요?
63635	고객님. 개인 고객이신가요. 법인 고객인신가요.
63639	네. 고객님. 현재 스마트뱅킹과 인터넷뱅킹 중 어느 기기에 접속 가능하신가요.
63647	고객님. 더 궁금하신 내용이 있으신가요.
63675	어떤카드 결재일을 변경 원하시나요?
63696	네 비씨카드 앱은 설치되어있으신가요?
63701	비씨카드앱에 들어가셔서 로그인을 하시겠어요?
63710	더 궁금하신사항 없으신가요?
63714	네 고객님 사용내역 문자서비스 신청을 하셨나요?
63716	문자로 사용내역이 처음부터 안온건가요?
63748	더 궁금하신사항 없으신가요?
63767	다른 문의사항 없으신가요?
63813	어디은행 인증서가 있으신가요?
63819	홈페이지 접속을 하시면 되는데요?
63825	등록 하셨나요?
63827	다른 문의사항 없으신가요?
63855	개인 고객, 법인 고객중 어디에 해당하시나요.
63859	스마트뱅킹과 인터넷뱅킹 중 어느 기기에 접속 가능한가요.
63867	더 궁금하신 내용이 있으신가요.
63893	네. 고객님이 해지하신 계좌 거래내역이 필요하신건가요. 
63895	해지한 통장을 가지고 있지 않으세요.
63897	해지한 계좌번호를 알고 계신가요.
63900	고객님. 필요한 거래내역은 몇월 인가요.
63935	고객님. 개인 고객, 법인 고객중 어디에 해당이 되나요.
63939	스마트뱅킹과 인터넷뱅킹 중 어느 기기에 접속 가능하세요.
63947	고객님. 더 궁금한 내용이 있으세요.
63978	혹시 다른 문의 사항은 있을까요?
63983	조회하고싶은신 날짜가 언제 인가요?
63987	고객님 그럼 그 날짜가 포함된 년도의 1년치사용내역을 조회하는건 어떨까요?
63990	상담원 연결을 통해 방법을 찾아보는건 어떨까요?
64000	이용하시는 가구점이 어디신가요?
64004	한도 상향 금액을 얼마로 해드릴까요?
64014	살고 계신 주소는 OO시 O구 아래 주소를 말씀해 주시겠어요?
64021	가입하신 보험이 총 2개로 조회되고 있는데 OO연금보험이 미납 되셨는데 맞나요?
64058	주소가 OO시 O구 OO로 이후   상세주소가 어떻게 되시나요?
64073	네 고객님  거래내역 간편조회가 필요하신가요?
64075	스마트폰 사용하고 계신가요?
64077	모바일 뱅킹 사용하고 계신가요?
64079	이용해보신적은 있으신가요?
64083	상단 왼쪽에 메뉴 버튼 보이시나요?
64094	언제 거래하신 내역인가요?
64096	금액이 얼마인가요?
64099	수신인이 잘못되신건가요?
64103	잘못기입한 계좌번호는 어떻게 되나요?
64105	이체 중간 확인 작업을 하셨나요?
64113	자동이체 중지를 요청하시는 건가요?
64115	자동이체에 불편한 점이 있으셨나요?
64117	보험료 납부내역 확인이 필요하신가요?
64133	네 무엇을 도와 드릴까요?
64136	전화번호가 어떻게 되시나요?
64138	계좌 비밀번호 앞두자리가 어떻게 되시나요?
64141	금일 거래내역서에 표기된 부분인가요?
64145	혹시 지난 00일 OOO증권 어플을 이용해 거래를 하셨나요?
64165	거주하고 계신 지역이 어디신가요?
64177	설명드릴께요. 로그인 하셨나요?
64217	거래한 날짜를 알고 계신가요?
64219	0000년 몇월이실까요?
64241	대리인께서 방문하시는 건가요?
64274	휴대폰 명의는 누구로 되어있나요?
64276	어떤 사용 내역을 말씀하시나요?
64294	울산페이 QR결제를 하고 계신가요? 카드결제를 하고 계신가요?
64296	결제하려는 곳은 어디인가요?
64324	본인 소유의 카드 인가요?
64328	얼마의 포인트를 현금으로 바꿔 드릴까요?
64337	결제 회사는 어디인가요?
64353	물건 구매 영수증이 있으신가요?
64355	현금영수증 사용내역 확인 하는 방법 안내드릴까요?
64398	주민번호 앞자리 말씀해주시겠어요?
64401	연체가 어떤게 되었나요?
64405	두 보험 모두 납입 진행할까요?
64448	더 궁금하신 거 있으세요?
64473	입금하시려는 데가 어디인가요?
64495	그럼 10여일 남아있으신건가요?
64497	공인인증서는 어디에 갖고계신가요?
64501	홈페이지에 지금 접속 가능하신가요?
64529	다른 질문이 있으세요?
64532	취소한 내역이 청구내역에  포함되어 있으시군요
64552	결제일 변경에 대한 문의가 맞으신가요?
64568	콜센터 전화번호 남겨드릴까요?
64572	네 고객님 모바일 뱅킹을 말씀이신가요?
